1	1789083997.063218686	127.0.0.1	9362	127.0.0.1	80	0
4	1789083997.070495920	127.0.0.1	37143	127.0.0.1	80	0
7	1789083997.073715150	127.0.0.1	58926	127.0.0.1	80	0
10	1789083997.077037221	127.0.0.1	47565	127.0.0.1	80	0
